Flight SatisfactionID,accm_txn_complete_time
155,5/19/2022 11:26
156,5/18/2022 19:52
157,5/18/2022 13:53
158,5/19/2022 11:42
159,5/19/2022 23:04
160,5/20/2022 2:22
161,5/18/2022 22:48
162,5/19/2022 4:55
163,5/19/2022 7:57
164,5/18/2022 18:16
165,5/18/2022 19:45
166,5/18/2022 20:49
167,5/20/2022 6:47
168,5/19/2022 21:24
169,5/20/2022 10:35
170,5/19/2022 11:35
171,5/20/2022 9:55
172,5/18/2022 21:32
173,5/19/2022 16:52
174,5/19/2022 12:20
175,5/19/2022 9:14
176,5/19/2022 23:14
177,5/19/2022 11:51
178,5/18/2022 20:30
179,5/20/2022 8:52
180,5/19/2022 2:24
181,5/19/2022 21:15
182,5/18/2022 20:19
183,5/19/2022 17:34
184,5/19/2022 17:50
185,5/19/2022 21:40
186,5/18/2022 18:10
187,5/19/2022 17:17
188,5/20/2022 6:45
189,5/19/2022 8:59
190,5/18/2022 14:18
191,5/19/2022 15:15
192,5/20/2022 9:31
193,5/20/2022 1:37
194,5/19/2022 16:35
195,5/18/2022 20:48
196,5/19/2022 19:18
197,5/19/2022 19:11
198,5/19/2022 7:58
199,5/20/2022 9:57
200,5/19/2022 4:31
201,5/18/2022 23:15
202,5/20/2022 1:55
203,5/19/2022 13:31
204,5/19/2022 19:46
205,5/19/2022 22:48
206,5/19/2022 6:32
207,5/18/2022 20:16
208,5/18/2022 19:56
209,5/19/2022 18:45
210,5/20/2022 3:36
211,5/19/2022 22:51
212,5/18/2022 23:24
213,5/19/2022 17:11
214,5/19/2022 16:47
215,5/19/2022 8:20
216,5/18/2022 21:36
217,5/20/2022 9:12
218,5/19/2022 11:23
219,5/19/2022 21:48
220,5/20/2022 11:28
221,5/19/2022 12:43
222,5/19/2022 20:05
223,5/19/2022 5:41
224,5/20/2022 10:10
225,5/19/2022 0:00
226,5/19/2022 11:38
227,5/20/2022 10:03
228,5/20/2022 8:27
229,5/19/2022 0:56
230,5/19/2022 15:02
231,5/18/2022 16:44
232,5/19/2022 10:10
233,5/18/2022 20:56
234,5/19/2022 0:32
235,5/18/2022 17:09
236,5/19/2022 5:13
237,5/19/2022 8:36
238,5/18/2022 18:40
239,5/19/2022 3:30
240,5/20/2022 9:02
241,5/19/2022 11:15
242,5/19/2022 17:41
243,5/19/2022 4:22
244,5/18/2022 18:08
245,5/20/2022 7:27
246,5/19/2022 5:50
247,5/20/2022 6:26
248,5/19/2022 16:18
249,5/19/2022 7:27
250,5/19/2022 17:08
251,5/20/2022 0:53
252,5/20/2022 7:55
253,5/18/2022 14:10
254,5/18/2022 23:00
255,5/19/2022 7:46
256,5/18/2022 21:45
257,5/20/2022 0:19
258,5/20/2022 6:06
259,5/18/2022 13:46
260,5/20/2022 8:53
261,5/19/2022 9:11
262,5/20/2022 7:01
263,5/20/2022 10:02
264,5/19/2022 6:20
265,5/19/2022 3:30
266,5/19/2022 11:47
267,5/19/2022 1:50
268,5/20/2022 6:47
269,5/19/2022 8:29
270,5/19/2022 18:50
271,5/18/2022 13:11
272,5/19/2022 5:03
273,5/19/2022 2:12
274,5/19/2022 12:16
275,5/20/2022 5:42
276,5/19/2022 1:06
277,5/20/2022 1:00
278,5/19/2022 2:44
279,5/18/2022 14:24
280,5/20/2022 5:15
281,5/20/2022 9:13
282,5/18/2022 13:32
283,5/18/2022 21:09
284,5/19/2022 6:22
285,5/19/2022 21:37
286,5/19/2022 7:25
287,5/19/2022 7:06
288,5/19/2022 4:28
289,5/19/2022 14:37
290,5/19/2022 13:06
291,5/20/2022 3:02
292,5/18/2022 14:45
293,5/19/2022 19:33
294,5/20/2022 1:09
295,5/19/2022 5:57
296,5/19/2022 19:54
297,5/20/2022 2:44
298,5/19/2022 2:15
299,5/20/2022 0:31
300,5/19/2022 9:15
301,5/19/2022 15:35
302,5/19/2022 14:31
303,5/18/2022 23:31
304,5/20/2022 9:16
305,5/19/2022 13:48
306,5/18/2022 22:09
307,5/20/2022 4:12
308,5/20/2022 4:25
309,5/20/2022 7:54
310,5/19/2022 18:45
311,5/19/2022 19:52
312,5/20/2022 5:59
313,5/20/2022 3:17
314,5/19/2022 8:44
315,5/18/2022 22:33
316,5/19/2022 17:30
317,5/19/2022 17:07
318,5/19/2022 6:16
319,5/20/2022 11:34
320,5/18/2022 23:25
321,5/19/2022 23:04
322,5/19/2022 17:47
323,5/18/2022 19:30
324,5/18/2022 14:48
325,5/18/2022 22:47
326,5/19/2022 18:37
327,5/19/2022 12:49
328,5/18/2022 14:11
329,5/19/2022 5:42
330,5/20/2022 4:47
331,5/19/2022 11:49
332,5/19/2022 2:26
333,5/19/2022 9:24
334,5/19/2022 8:34
335,5/18/2022 17:36
336,5/20/2022 6:35
337,5/19/2022 13:28
338,5/18/2022 17:46
339,5/20/2022 7:25
340,5/19/2022 23:55
341,5/20/2022 9:13
342,5/20/2022 2:52
343,5/19/2022 2:26
344,5/20/2022 6:11
345,5/20/2022 2:24
346,5/19/2022 20:09
347,5/19/2022 4:43
348,5/19/2022 17:51
349,5/19/2022 21:57
350,5/19/2022 4:46
351,5/19/2022 22:57
352,5/19/2022 17:14
353,5/18/2022 16:59
354,5/19/2022 13:34
355,5/19/2022 12:07
356,5/20/2022 1:45
357,5/18/2022 21:39
358,5/18/2022 19:32
359,5/19/2022 20:39
360,5/19/2022 6:42
361,5/18/2022 16:49
362,5/19/2022 10:20
363,5/19/2022 21:49
364,5/18/2022 17:23
365,5/19/2022 16:48
366,5/19/2022 19:28
367,5/19/2022 9:11
368,5/19/2022 0:41
369,5/19/2022 18:06
370,5/18/2022 22:22
371,5/20/2022 10:42
372,5/19/2022 6:40
373,5/19/2022 0:06
374,5/20/2022 9:00
375,5/19/2022 17:24
376,5/19/2022 6:14
377,5/19/2022 20:22
378,5/18/2022 22:03
379,5/18/2022 19:38
380,5/19/2022 4:42
381,5/18/2022 18:55
382,5/19/2022 13:37
383,5/19/2022 2:36
384,5/19/2022 0:58
385,5/19/2022 9:02
386,5/19/2022 20:24
387,5/19/2022 13:17
388,5/18/2022 12:51
389,5/19/2022 14:58
390,5/19/2022 6:39
391,5/19/2022 8:25
392,5/19/2022 1:37
393,5/19/2022 14:26
394,5/20/2022 11:33
395,5/18/2022 16:45
396,5/19/2022 9:35
397,5/20/2022 0:13
398,5/19/2022 11:13
399,5/18/2022 16:13
400,5/19/2022 17:47
401,5/19/2022 0:14
402,5/19/2022 1:25
403,5/19/2022 15:43
404,5/19/2022 11:17
405,5/18/2022 17:24
406,5/19/2022 3:30
407,5/19/2022 7:57
408,5/18/2022 16:24
409,5/19/2022 9:15
410,5/20/2022 6:57
411,5/19/2022 2:32
412,5/18/2022 12:52
413,5/20/2022 11:11
414,5/19/2022 7:23
415,5/19/2022 17:22
416,5/20/2022 3:06
417,5/19/2022 8:47
418,5/19/2022 1:10
419,5/19/2022 20:21
420,5/19/2022 15:05
421,5/20/2022 7:42
422,5/18/2022 17:38
423,5/19/2022 19:45
424,5/19/2022 18:55
425,5/20/2022 9:35
426,5/18/2022 20:53
427,5/18/2022 19:39
428,5/18/2022 13:06
429,5/19/2022 6:33
430,5/20/2022 11:17
431,5/19/2022 6:36
432,5/19/2022 8:36
433,5/19/2022 9:51
434,5/19/2022 17:36
435,5/19/2022 1:16
436,5/19/2022 7:04
437,5/19/2022 0:59
438,5/18/2022 14:51
439,5/18/2022 23:52
440,5/19/2022 16:09
441,5/20/2022 11:22
442,5/19/2022 21:27
443,5/19/2022 12:29
444,5/19/2022 16:39
445,5/18/2022 20:52
446,5/19/2022 5:12
447,5/18/2022 15:41
448,5/20/2022 9:29
449,5/19/2022 13:02
450,5/19/2022 7:34
451,5/20/2022 11:30
452,5/19/2022 22:39
453,5/20/2022 7:08
454,5/18/2022 16:25
455,5/18/2022 23:47
456,5/19/2022 3:38
457,5/18/2022 22:35
458,5/20/2022 2:11
459,5/20/2022 4:39
460,5/19/2022 11:57
461,5/20/2022 10:19
462,5/19/2022 21:57
463,5/20/2022 1:57
464,5/18/2022 16:48
465,5/18/2022 20:24
466,5/20/2022 1:10
467,5/19/2022 2:44
468,5/19/2022 23:34
469,5/20/2022 4:31
470,5/19/2022 13:58
471,5/19/2022 18:31
472,5/18/2022 20:17
473,5/20/2022 5:16
474,5/18/2022 21:10
475,5/19/2022 15:41
476,5/20/2022 1:54
477,5/20/2022 2:12
478,5/19/2022 15:22
479,5/19/2022 15:37
480,5/18/2022 13:47
481,5/20/2022 6:01
482,5/19/2022 13:07
483,5/19/2022 0:34
484,5/19/2022 21:15
485,5/20/2022 10:53
486,5/20/2022 5:50
487,5/18/2022 16:59
488,5/19/2022 11:17
489,5/20/2022 2:50
490,5/18/2022 21:29
491,5/19/2022 1:27
492,5/19/2022 13:22
493,5/18/2022 22:06
494,5/19/2022 12:08
495,5/20/2022 2:37
496,5/20/2022 9:04
497,5/20/2022 4:41
498,5/19/2022 10:47
499,5/19/2022 1:00
500,5/19/2022 23:28
501,5/20/2022 4:46
502,5/18/2022 21:25
503,5/18/2022 18:32
504,5/19/2022 11:27
505,5/18/2022 12:29
506,5/19/2022 14:31
507,5/20/2022 9:55
508,5/18/2022 18:47
509,5/19/2022 3:05
510,5/19/2022 17:38
511,5/19/2022 20:53
512,5/19/2022 21:22
513,5/19/2022 12:52
514,5/18/2022 20:19
515,5/20/2022 0:09
516,5/20/2022 8:50
517,5/18/2022 17:11
518,5/19/2022 1:23
519,5/18/2022 20:26
520,5/19/2022 9:08
521,5/20/2022 3:04
522,5/19/2022 17:18
523,5/18/2022 20:01
524,5/19/2022 9:17
525,5/20/2022 4:13
526,5/18/2022 15:35
527,5/19/2022 18:18
528,5/19/2022 19:45
529,5/19/2022 10:56
530,5/20/2022 4:51
531,5/19/2022 18:50
532,5/20/2022 0:53
533,5/19/2022 22:45
534,5/18/2022 16:18
535,5/18/2022 12:07
536,5/19/2022 19:56
537,5/18/2022 14:16
538,5/19/2022 0:58
539,5/18/2022 23:47
540,5/18/2022 17:05
541,5/19/2022 20:27
542,5/19/2022 5:35
543,5/19/2022 17:20
544,5/19/2022 20:57
545,5/19/2022 12:17
546,5/20/2022 2:40
547,5/18/2022 12:58
548,5/18/2022 20:56
549,5/19/2022 19:39
550,5/19/2022 23:50
551,5/19/2022 20:41
552,5/19/2022 21:18
553,5/20/2022 5:31
554,5/19/2022 14:16
555,5/19/2022 8:38
556,5/19/2022 14:53
557,5/18/2022 16:44
558,5/19/2022 19:27
559,5/20/2022 5:53
560,5/19/2022 18:21
561,5/20/2022 4:24
562,5/18/2022 22:26
563,5/19/2022 0:55
564,5/19/2022 4:15
565,5/20/2022 4:36
566,5/20/2022 8:22
567,5/18/2022 17:23
568,5/19/2022 16:04
569,5/20/2022 10:33
570,5/20/2022 5:51
571,5/19/2022 6:43
572,5/19/2022 9:43
573,5/19/2022 0:04
574,5/20/2022 11:00
575,5/19/2022 20:39
576,5/19/2022 5:32
577,5/19/2022 5:59
578,5/19/2022 8:48
579,5/20/2022 7:19
580,5/18/2022 16:03
581,5/19/2022 6:27
582,5/19/2022 17:22
583,5/19/2022 0:56
584,5/18/2022 19:58
585,5/18/2022 19:21
586,5/20/2022 10:14
587,5/19/2022 11:17
588,5/19/2022 3:52
589,5/18/2022 19:40
590,5/20/2022 3:06
591,5/18/2022 20:31
592,5/19/2022 0:55
593,5/19/2022 3:27
594,5/18/2022 23:34
595,5/20/2022 10:53
596,5/20/2022 9:09
597,5/18/2022 12:09
598,5/19/2022 20:16
599,5/19/2022 10:49
600,5/19/2022 11:09
601,5/19/2022 4:30
602,5/19/2022 8:52
603,5/18/2022 14:48
604,5/19/2022 11:54
605,5/20/2022 4:17
606,5/19/2022 16:32
607,5/20/2022 2:03
608,5/18/2022 22:06
609,5/20/2022 7:22
610,5/19/2022 22:44
611,5/19/2022 6:04
612,5/20/2022 5:47
613,5/20/2022 1:23
614,5/19/2022 13:14
615,5/18/2022 19:19
616,5/19/2022 12:25
617,5/20/2022 6:53
618,5/19/2022 8:23
619,5/18/2022 16:07
620,5/20/2022 4:50
621,5/19/2022 19:49
622,5/18/2022 12:03
623,5/19/2022 20:16
624,5/18/2022 22:02
625,5/18/2022 12:29
626,5/19/2022 7:55
627,5/19/2022 10:48
628,5/20/2022 9:28
629,5/20/2022 1:11
630,5/20/2022 1:24
631,5/19/2022 21:24
632,5/20/2022 5:42
633,5/20/2022 1:29
634,5/19/2022 13:28
635,5/19/2022 15:29
636,5/18/2022 22:56
637,5/19/2022 0:10
638,5/18/2022 12:18
639,5/18/2022 17:42
640,5/18/2022 22:13
641,5/19/2022 22:10
642,5/18/2022 20:30
643,5/20/2022 8:37
644,5/19/2022 9:10
645,5/18/2022 23:54
646,5/18/2022 12:44
647,5/18/2022 16:57
648,5/19/2022 23:27
649,5/18/2022 23:37
650,5/19/2022 1:54
651,5/20/2022 9:55
652,5/18/2022 19:18
653,5/20/2022 5:02
654,5/19/2022 15:27
655,5/19/2022 19:40
656,5/19/2022 3:20
657,5/18/2022 22:21
658,5/19/2022 11:27
659,5/18/2022 18:30
660,5/19/2022 7:06
661,5/19/2022 23:05
662,5/20/2022 5:46
663,5/18/2022 14:28
664,5/18/2022 12:18
665,5/19/2022 14:59
666,5/19/2022 7:11
667,5/19/2022 6:05
668,5/18/2022 21:50
669,5/19/2022 21:11
670,5/19/2022 23:49
671,5/19/2022 19:48
672,5/20/2022 10:03
673,5/19/2022 19:49
674,5/18/2022 18:12
675,5/19/2022 8:23
676,5/18/2022 18:35
677,5/18/2022 18:20
678,5/18/2022 23:07
679,5/20/2022 7:01
680,5/19/2022 9:23
681,5/18/2022 15:48
682,5/20/2022 9:57
683,5/20/2022 0:00
684,5/20/2022 2:17
685,5/19/2022 14:37
686,5/19/2022 10:40
687,5/19/2022 22:47
688,5/19/2022 1:19
689,5/20/2022 5:33
690,5/18/2022 16:54
691,5/19/2022 2:43
692,5/19/2022 20:10
693,5/19/2022 9:32
694,5/20/2022 1:51
695,5/19/2022 2:52
696,5/19/2022 23:50
697,5/19/2022 20:32
698,5/19/2022 15:37
699,5/18/2022 22:10
700,5/18/2022 15:42
701,5/20/2022 9:49
702,5/19/2022 23:54
703,5/19/2022 20:27
704,5/18/2022 18:34
705,5/19/2022 11:45
706,5/18/2022 16:06
707,5/20/2022 3:53
708,5/19/2022 22:22
709,5/18/2022 16:22
710,5/19/2022 16:52
711,5/19/2022 13:47
712,5/19/2022 22:58
713,5/19/2022 0:27
714,5/18/2022 23:47
715,5/20/2022 10:05
716,5/20/2022 2:55
717,5/19/2022 17:15
718,5/19/2022 2:20
719,5/19/2022 2:31
720,5/19/2022 7:57
721,5/19/2022 2:01
722,5/20/2022 3:13
723,5/18/2022 18:22
724,5/18/2022 21:31
725,5/18/2022 17:35
726,5/19/2022 3:39
727,5/18/2022 12:50
728,5/19/2022 4:48
729,5/19/2022 23:53
730,5/19/2022 2:43
731,5/19/2022 23:45
732,5/20/2022 2:51
733,5/19/2022 11:34
734,5/18/2022 14:42
735,5/19/2022 6:25
736,5/20/2022 6:14
737,5/18/2022 18:41
738,5/20/2022 6:20
739,5/19/2022 17:45
740,5/18/2022 13:21
741,5/19/2022 15:14
742,5/18/2022 17:12
743,5/19/2022 21:27
744,5/19/2022 7:05
745,5/18/2022 22:19
746,5/20/2022 10:37
747,5/19/2022 1:09
748,5/18/2022 18:01
749,5/19/2022 20:07
750,5/19/2022 0:54
751,5/20/2022 11:15
752,5/19/2022 5:59
753,5/19/2022 22:35
754,5/19/2022 23:13
755,5/19/2022 8:33
756,5/18/2022 12:13
757,5/19/2022 12:52
758,5/19/2022 10:23
759,5/20/2022 8:05
760,5/19/2022 15:27
761,5/20/2022 4:34
762,5/19/2022 2:41
763,5/18/2022 19:48
764,5/18/2022 17:03
765,5/19/2022 10:11
766,5/19/2022 23:02
767,5/19/2022 8:19
768,5/19/2022 1:53
769,5/20/2022 11:36
770,5/19/2022 15:58
771,5/18/2022 18:48
772,5/18/2022 16:27
773,5/20/2022 0:03
774,5/20/2022 10:56
775,5/19/2022 13:06
776,5/18/2022 15:31
777,5/18/2022 23:30
778,5/18/2022 14:00
779,5/19/2022 0:14
780,5/19/2022 3:55
781,5/18/2022 15:42
782,5/19/2022 12:15
783,5/19/2022 5:41
784,5/19/2022 19:44
785,5/19/2022 18:05
786,5/20/2022 5:27
787,5/19/2022 6:01
788,5/18/2022 23:49
789,5/20/2022 4:32
790,5/20/2022 10:57
791,5/20/2022 11:10
792,5/19/2022 6:57
793,5/18/2022 18:30
794,5/19/2022 18:27
795,5/19/2022 10:48
796,5/20/2022 9:04
797,5/19/2022 4:53
798,5/20/2022 7:41
799,5/19/2022 7:33
800,5/19/2022 10:05
801,5/19/2022 23:14
802,5/19/2022 8:48
803,5/19/2022 5:43
804,5/18/2022 23:28
805,5/20/2022 8:14
806,5/19/2022 4:05
807,5/20/2022 2:29
808,5/19/2022 10:12
809,5/20/2022 1:59
810,5/18/2022 16:17
811,5/19/2022 21:23
812,5/18/2022 15:15
813,5/20/2022 7:10
814,5/19/2022 16:13
815,5/18/2022 23:13
816,5/20/2022 5:47
817,5/19/2022 1:34
818,5/19/2022 13:30
819,5/20/2022 7:27
820,5/19/2022 4:56
821,5/20/2022 8:25
822,5/20/2022 6:05
823,5/19/2022 13:33
824,5/19/2022 11:02
825,5/19/2022 2:31
826,5/19/2022 0:34
827,5/20/2022 3:00
828,5/19/2022 14:22
829,5/19/2022 16:45
830,5/20/2022 1:25
831,5/20/2022 1:00
832,5/19/2022 12:14
833,5/18/2022 15:23
834,5/19/2022 11:10
835,5/19/2022 10:45
836,5/19/2022 6:24
837,5/18/2022 23:55
838,5/18/2022 13:28
839,5/19/2022 12:38
840,5/19/2022 0:13
841,5/19/2022 2:02
842,5/19/2022 11:41
843,5/19/2022 8:55
844,5/19/2022 3:50
845,5/18/2022 13:38
846,5/19/2022 22:31
847,5/19/2022 19:45
848,5/19/2022 11:28
849,5/18/2022 14:01
850,5/20/2022 3:41
851,5/18/2022 12:05
852,5/18/2022 20:50
853,5/18/2022 20:39
854,5/20/2022 7:33
855,5/19/2022 15:03
856,5/19/2022 8:57
857,5/19/2022 4:46
858,5/20/2022 4:46
859,5/18/2022 16:12
860,5/20/2022 0:28
861,5/19/2022 13:45
862,5/19/2022 20:15
863,5/20/2022 2:47
864,5/19/2022 2:38
865,5/18/2022 22:10
866,5/19/2022 2:22
867,5/19/2022 18:31
868,5/20/2022 10:15
869,5/20/2022 0:46
870,5/19/2022 23:26
871,5/19/2022 9:58
872,5/18/2022 13:56
873,5/19/2022 5:32
874,5/20/2022 8:21
875,5/20/2022 1:29
876,5/20/2022 8:52
877,5/19/2022 4:21
878,5/19/2022 10:30
879,5/20/2022 3:13
880,5/19/2022 14:57
881,5/18/2022 19:00
882,5/20/2022 4:53
883,5/20/2022 2:20
884,5/19/2022 6:03
885,5/18/2022 22:19
886,5/20/2022 5:56
887,5/20/2022 5:58
888,5/18/2022 12:10
889,5/19/2022 21:00
890,5/20/2022 7:10
891,5/19/2022 15:35
892,5/19/2022 14:29
893,5/18/2022 13:20
894,5/19/2022 15:23
895,5/20/2022 2:03
896,5/20/2022 3:17
897,5/20/2022 4:09
898,5/19/2022 6:21
899,5/20/2022 6:07
900,5/18/2022 20:37
901,5/19/2022 12:38
902,5/18/2022 16:35
903,5/20/2022 2:15
904,5/19/2022 5:28
905,5/18/2022 13:43
906,5/18/2022 12:19
907,5/18/2022 18:41
908,5/19/2022 13:49
909,5/18/2022 13:27
910,5/19/2022 20:15
911,5/19/2022 21:46
912,5/19/2022 23:07
913,5/19/2022 19:56
914,5/19/2022 22:44
915,5/20/2022 9:39
916,5/19/2022 13:49
917,5/19/2022 5:55
918,5/19/2022 13:27
919,5/19/2022 15:48
920,5/19/2022 8:11
921,5/18/2022 16:02
922,5/20/2022 5:52
923,5/19/2022 9:24
924,5/20/2022 2:42
925,5/19/2022 13:56
926,5/18/2022 13:01
927,5/19/2022 14:00
928,5/18/2022 13:09
929,5/19/2022 13:47
930,5/19/2022 3:27
931,5/20/2022 6:22
932,5/19/2022 20:55
933,5/19/2022 0:57
934,5/18/2022 18:34
935,5/18/2022 16:18
936,5/19/2022 6:40
937,5/19/2022 13:07
938,5/19/2022 21:56
939,5/19/2022 0:32
940,5/19/2022 11:43
941,5/19/2022 19:39
942,5/20/2022 11:02
943,5/18/2022 17:27
944,5/18/2022 12:58
945,5/19/2022 16:02
946,5/20/2022 5:23
947,5/19/2022 14:46
948,5/19/2022 12:32
949,5/19/2022 18:04
950,5/19/2022 8:01
951,5/19/2022 5:24
952,5/19/2022 4:21
953,5/18/2022 12:31
954,5/18/2022 17:43
955,5/19/2022 11:42
956,5/19/2022 9:27
957,5/18/2022 16:25
958,5/19/2022 10:59
959,5/19/2022 21:49
960,5/19/2022 0:05
961,5/18/2022 23:07
962,5/19/2022 1:56
963,5/19/2022 19:46
964,5/18/2022 13:58
965,5/20/2022 5:35
966,5/20/2022 4:20
967,5/18/2022 12:53
968,5/19/2022 6:11
969,5/19/2022 1:40
970,5/20/2022 3:38
971,5/19/2022 14:38
972,5/18/2022 17:08
973,5/19/2022 11:38
974,5/19/2022 11:23
975,5/18/2022 14:31
976,5/19/2022 12:12
977,5/19/2022 15:32
978,5/18/2022 14:51
979,5/18/2022 23:36
980,5/20/2022 10:59
981,5/20/2022 5:15
982,5/18/2022 18:53
983,5/20/2022 1:22
984,5/18/2022 20:25
985,5/20/2022 7:03
986,5/19/2022 18:03
987,5/20/2022 1:18
988,5/20/2022 9:16
989,5/20/2022 0:57
990,5/20/2022 10:17
991,5/19/2022 9:57
992,5/18/2022 16:01
993,5/20/2022 1:15
994,5/19/2022 23:24
995,5/18/2022 23:58
996,5/18/2022 22:08
997,5/19/2022 19:21
998,5/18/2022 18:36
999,5/18/2022 15:52
1000,5/19/2022 9:57
1001,5/18/2022 14:40
1002,5/19/2022 7:13
1003,5/18/2022 16:52
1004,5/19/2022 10:47
1005,5/19/2022 3:15
1006,5/20/2022 7:39
1007,5/20/2022 4:15
1008,5/19/2022 0:25
1009,5/19/2022 3:13
1010,5/18/2022 15:56
1011,5/18/2022 21:44
1012,5/19/2022 23:43
1013,5/19/2022 17:10
1014,5/18/2022 22:24
1015,5/18/2022 17:55
1016,5/18/2022 17:17
1017,5/18/2022 14:01
1018,5/18/2022 14:22
1019,5/18/2022 21:18
1020,5/19/2022 18:22
1021,5/19/2022 17:11
1022,5/19/2022 23:27
1023,5/18/2022 17:30
1024,5/19/2022 10:51
1025,5/19/2022 22:26
1026,5/19/2022 18:08
1027,5/19/2022 9:29
1028,5/19/2022 8:03
1029,5/19/2022 12:20
1030,5/18/2022 13:58
1031,5/20/2022 11:18
1032,5/18/2022 22:54
1033,5/20/2022 6:03
1034,5/20/2022 4:43
1035,5/18/2022 21:45
1036,5/19/2022 9:29
1037,5/19/2022 1:17
1038,5/20/2022 9:50
1039,5/18/2022 16:00
1040,5/20/2022 5:14
1041,5/19/2022 3:20
1042,5/18/2022 22:32
1043,5/18/2022 14:58
1044,5/19/2022 20:48
1045,5/19/2022 12:19
1046,5/19/2022 12:10
1047,5/20/2022 7:41
1048,5/19/2022 11:26
1049,5/20/2022 0:07
1050,5/19/2022 9:30
1051,5/18/2022 15:12
1052,5/19/2022 2:45
1053,5/19/2022 3:24
1054,5/18/2022 13:46
1055,5/19/2022 21:09
1056,5/20/2022 11:43
1057,5/18/2022 16:43
1058,5/19/2022 4:01
1059,5/20/2022 6:30
1060,5/20/2022 5:03
1061,5/20/2022 0:55
1062,5/19/2022 6:50
1063,5/19/2022 0:21
1064,5/18/2022 19:01
1065,5/18/2022 21:33
1066,5/20/2022 10:29
1067,5/20/2022 2:38
1068,5/19/2022 11:27
